type	latitude	longitude	altitude (m)	name	desc
T	45.810989000	6.727476000	1160.0		
T	45.810680000	6.727484000	1160.6		
T	45.810085000	6.727282000	1161.7		
T	45.809402000	6.726942000	1163.2		
T	45.808926000	6.726362000	1164.0		
T	45.808186000	6.726354000	1165.5		
T	45.807873000	6.726108000	1166.6		
T	45.807346000	6.725509000	1166.2		
T	45.807148000	6.725427000	1166.2		
T	45.806946000	6.725503000	1166.8		
T	45.806648000	6.725762000	1167.8		
T	45.805614000	6.725171000	1172.4		
T	45.804981000	6.724958000	1176.2		
T	45.804325000	6.724925000	1176.3		
T	45.803955000	6.724777000	1176.8		
T	45.803539000	6.724495000	1177.0		
T	45.803371000	6.724487000	1177.0		
T	45.803120000	6.724683000	1177.0		
T	45.802856000	6.724710000	1177.0		
T	45.801598000	6.724510000	1177.3		
T	45.799946000	6.724082000	1184.7		
T	45.799683000	6.723880000	1184.5		
T	45.799507000	6.723356000	1182.9		
T	45.799286000	6.722993000	1182.4		
T	45.797321000	6.720954000	1188.4		
T	45.796513000	6.720412000	1191.5		
T	45.795654000	6.719582000	1192.5		
T	45.795261000	6.719334000	1196.3		
T	45.794437000	6.718651000	1201.3		
T	45.794151000	6.718498000	1203.5		
T	45.793884000	6.718531000	1211.7		
T	45.793865000	6.718471000	1209.8		
T	45.793835000	6.718521000	1213.2		
T	45.793518000	6.718437000	1222.5		
T	45.793388000	6.718292000	1220.0		
T	45.793205000	6.718213000	1228.3		
T	45.792858000	6.717796000	1224.5		
T	45.792686000	6.717436000	1216.3		
T	45.791965000	6.716683000	1216.1		
T	45.791634000	6.716105000	1214.2		
T	45.791538000	6.716155000	1219.2		
T	45.791473000	6.716039000	1219.3		
T	45.791515000	6.716011000	1217.3		
T	45.791637000	6.716120000	1214.4		
T	45.791664000	6.716027000	1212.2		
T	45.791573000	6.716056000	1215.9		
T	45.791164000	6.715681000	1222.8		
T	45.790524000	6.715307000	1243.8		
T	45.790337000	6.715103000	1248.8		
T	45.790344000	6.715031000	1244.4		
T	45.790012000	6.714889000	1262.8		
T	45.789886000	6.714693000	1258.7		
T	45.789551000	6.714590000	1272.3		
T	45.789112000	6.714311000	1278.2		
T	45.788425000	6.714052000	1293.8		
T	45.787865000	6.713614000	1298.7		
T	45.787720000	6.713586000	1302.8		
T	45.786736000	6.713001000	1311.0		
T	45.786358000	6.712847000	1316.3		
T	45.786148000	6.712830000	1320.7		
T	45.785969000	6.712898000	1328.6		
T	45.785679000	6.712755000	1328.7		
T	45.784996000	6.712609000	1336.8		
T	45.784515000	6.712753000	1348.6		
T	45.784267000	6.713038000	1357.9		
T	45.783901000	6.713148000	1357.1		
T	45.783783000	6.713256000	1358.1		
T	45.783234000	6.714153000	1365.4		
T	45.783138000	6.714536000	1369.5		
T	45.782848000	6.714920000	1374.3		
T	45.782822000	6.715055000	1377.3		
T	45.782616000	6.715124000	1378.7		
T	45.782349000	6.715108000	1379.0		
T	45.782177000	6.715237000	1381.7		
T	45.782074000	6.715228000	1382.3		
T	45.781658000	6.715618000	1388.8		
T	45.781506000	6.715564000	1389.8		
T	45.781605000	6.715494000	1388.3		
T	45.781555000	6.715480000	1388.8		
T	45.781410000	6.715613000	1391.2		
T	45.781315000	6.715327000	1391.8		
T	45.781364000	6.715339000	1390.8		
T	45.781353000	6.715404000	1391.2		
T	45.781292000	6.715336000	1392.3		
T	45.781479000	6.715388000	1389.2		
T	45.781441000	6.715349000	1389.6		
T	45.781395000	6.715467000	1390.6		
T	45.781303000	6.715481000	1392.6		
T	45.781231000	6.715326000	1393.6		
T	45.781029000	6.715208000	1399.3		
T	45.780693000	6.715178000	1409.1		
T	45.780167000	6.715005000	1421.4		
T	45.779980000	6.714922000	1425.4		
T	45.779694000	6.714666000	1432.2		
T	45.779587000	6.714672000	1434.5		
T	45.779545000	6.714794000	1434.2		
T	45.779251000	6.714930000	1438.1		
T	45.778454000	6.714874000	1450.8		
T	45.778240000	6.714708000	1454.3		
T	45.778019000	6.714268000	1465.0		
T	45.777493000	6.714471000	1477.4		
T	45.777195000	6.714492000	1487.2		
T	45.777298000	6.714522000	1482.6		
T	45.776836000	6.714916000	1481.9		
T	45.776424000	6.714998000	1490.9		
T	45.776405000	6.714907000	1495.5		
T	45.776245000	6.714968000	1498.2		
T	45.776085000	6.715146000	1496.3		
T	45.775791000	6.715285000	1502.9		
T	45.775604000	6.715586000	1501.9		
T	45.775326000	6.715767000	1508.5		
T	45.775082000	6.715847000	1513.2		
T	45.774891000	6.715774000	1520.7		
T	45.774452000	6.715785000	1527.0		
T	45.774254000	6.715834000	1527.4		
T	45.774071000	6.716046000	1521.8		
T	45.774048000	6.715985000	1524.8		
T	45.773949000	6.715995000	1526.4		
T	45.774097000	6.715946000	1525.5		
T	45.774147000	6.716105000	1517.7		
T	45.773975000	6.715918000	1529.0		
T	45.773438000	6.715969000	1537.9		
T	45.773048000	6.715806000	1545.7		
T	45.772659000	6.715733000	1546.5		
T	45.771835000	6.715802000	1548.0		
T	45.771530000	6.715697000	1550.0		
T	45.771423000	6.715509000	1553.0		
T	45.771271000	6.715427000	1553.7		
T	45.770901000	6.715361000	1552.3		
T	45.771473000	6.715477000	1553.8		
T	45.770809000	6.715358000	1551.7		
T	45.770042000	6.714840000	1550.7		
T	45.769253000	6.714708000	1553.3		
T	45.767925000	6.714083000	1561.1		
T	45.766712000	6.713108000	1564.6		
T	45.764973000	6.712564000	1579.2		
T	45.764565000	6.712342000	1583.2		
T	45.764164000	6.712283000	1584.6		
T	45.763592000	6.711983000	1590.9		
T	45.763103000	6.711865000	1596.7		
T	45.762291000	6.711411000	1608.0		
T	45.761448000	6.711238000	1623.3		
T	45.761143000	6.710971000	1628.8		
T	45.760693000	6.711016000	1638.5		
T	45.760201000	6.711280000	1649.0		
T	45.759930000	6.711140000	1656.2		
T	45.759239000	6.710558000	1675.5		
T	45.759010000	6.710457000	1681.1		
T	45.758915000	6.710472000	1682.4		
T	45.758820000	6.710631000	1681.7		
T	45.758537000	6.710771000	1687.7		
T	45.758289000	6.710717000	1694.4		
T	45.758087000	6.710783000	1698.3		
T	45.758030000	6.710886000	1699.6		
T	45.758125000	6.710928000	1697.9		
T	45.758217000	6.710870000	1696.1		
T	45.758114000	6.711006000	1698.3		
T	45.758102000	6.710933000	1698.4		
T	45.758049000	6.710942000	1699.5		
T	45.757938000	6.711092000	1701.3		
T	45.757538000	6.710835000	1707.4		
T	45.757492000	6.710855000	1708.0		
T	45.757607000	6.710942000	1706.1		
T	45.757504000	6.710940000	1707.6		
T	45.757397000	6.710682000	1710.4		
T	45.757168000	6.710563000	1713.5		
T	45.756966000	6.710252000	1719.1		
T	45.756874000	6.710240000	1718.5		
T	45.756870000	6.710056000	1722.1		
T	45.756721000	6.709905000	1726.5		
T	45.756584000	6.709530000	1735.2		
T	45.756615000	6.709483000	1737.1		
T	45.756336000	6.708877000	1752.0		
T	45.755875000	6.708319000	1759.7		
T	45.755623000	6.708082000	1767.1		
T	45.755402000	6.708236000	1768.8		
T	45.755211000	6.708180000	1774.7		
T	45.754864000	6.707940000	1783.7		
T	45.754570000	6.707876000	1790.0		
T	45.754421000	6.707942000	1792.4		
T	45.754330000	6.708092000	1793.2		
T	45.754147000	6.708151000	1798.7		
T	45.753803000	6.708716000	1808.5		
T	45.753613000	6.708755000	1814.9		
T	45.753540000	6.708984000	1817.9		
T	45.753284000	6.709135000	1829.0		
T	45.753227000	6.709248000	1831.4		
T	45.753017000	6.709397000	1840.9		
T	45.752983000	6.709519000	1842.8		
T	45.752892000	6.709377000	1847.0		
T	45.752865000	6.709434000	1848.6		
T	45.752529000	6.709378000	1865.5		
T	45.752491000	6.709136000	1867.5		
T	45.752403000	6.709290000	1870.7		
T	45.752121000	6.709513000	1879.3		
T	45.752415000	6.709546000	1868.6		
T	45.751934000	6.709527000	1886.1		
T	45.751659000	6.709608000	1894.7		
T	45.751553000	6.709752000	1898.2		
T	45.751266000	6.709833000	1907.3		
T	45.750813000	6.710266000	1906.2		
T	45.750507000	6.710398000	1910.3		
T	45.750225000	6.710893000	1912.3		
T	45.750118000	6.711367000	1913.4		
T	45.749825000	6.711990000	1917.5		
T	45.749554000	6.712320000	1919.2		
T	45.749249000	6.713200000	1921.4		
T	45.748730000	6.714034000	1924.9		
T	45.748569000	6.714216000	1925.2		
T	45.748234000	6.714312000	1928.2		
T	45.747871000	6.714529000	1930.5		
T	45.747704000	6.714775000	1931.9		
T	45.747730000	6.714957000	1934.6		
T	45.747242000	6.715298000	1942.1		
T	45.747189000	6.715395000	1943.4		
T	45.747044000	6.716042000	1952.3		
T	45.746944000	6.716186000	1954.8		
T	45.746937000	6.716457000	1957.4		
T	45.746696000	6.717124000	1966.0		
T	45.746574000	6.717254000	1970.3		
T	45.746685000	6.718072000	1975.8		
T	45.746624000	6.718176000	1978.2		
T	45.746574000	6.718052000	1979.0		
T	45.746395000	6.717943000	1983.6		
T	45.746288000	6.717724000	1985.9		
T	45.745872000	6.717270000	2000.0		
T	45.745647000	6.717176000	2009.6		
T	45.745533000	6.717047000	2013.0		
T	45.745506000	6.717100000	2015.4		
T	45.745476000	6.717049000	2016.0		
T	45.745392000	6.717111000	2021.6		
T	45.745304000	6.717082000	2025.6		
T	45.745190000	6.716775000	2030.8		
T	45.744907000	6.716512000	2041.3		
T	45.744850000	6.716253000	2044.0		
T	45.744667000	6.716043000	2047.3		
T	45.744850000	6.715904000	2044.9		
T	45.744946000	6.715912000	2043.6		
T	45.744904000	6.715880000	2044.0		
T	45.745033000	6.715969000	2041.6		
T	45.745075000	6.716004000	2039.6		
T	45.744846000	6.715932000	2045.0		
T	45.744804000	6.716057000	2045.7		
T	45.744308000	6.716087000	2054.2		
T	45.743565000	6.715632000	2070.2		
T	45.743423000	6.715577000	2070.7		
T	45.743122000	6.715634000	2075.0		
T	45.742764000	6.715419000	2078.9		
T	45.742706000	6.715230000	2077.9		
T	45.742390000	6.714872000	2082.8		
T	45.742401000	6.714805000	2081.0		
T	45.741955000	6.714610000	2090.3		
T	45.741913000	6.714491000	2089.0		
T	45.741596000	6.714160000	2091.9		
T	45.741135000	6.713838000	2097.6		
T	45.741043000	6.713864000	2100.3		
T	45.741055000	6.713794000	2099.0		
T	45.740662000	6.713607000	2104.7		
T	45.740524000	6.713263000	2106.4		
T	45.739830000	6.712804000	2117.7		
T	45.739796000	6.712681000	2118.6		
T	45.739571000	6.712548000	2123.6		
T	45.739548000	6.712406000	2125.4		
T	45.739445000	6.712339000	2127.7		
T	45.739395000	6.712165000	2131.3		
T	45.739269000	6.712040000	2135.9		
T	45.739273000	6.711906000	2139.3		
T	45.739189000	6.711933000	2139.1		
T	45.739101000	6.711858000	2141.0		
T	45.738819000	6.711415000	2148.7		
T	45.738525000	6.711156000	2153.4		
T	45.738499000	6.710910000	2160.5		
T	45.738461000	6.710941000	2159.3		
T	45.738503000	6.710897000	2160.9		
T	45.738487000	6.710959000	2158.9		
T	45.738266000	6.710865000	2161.9		
T	45.738297000	6.710718000	2165.8		
T	45.738136000	6.710576000	2172.6		
T	45.738098000	6.710241000	2182.9		
T	45.738007000	6.710088000	2189.8		
T	45.737988000	6.709942000	2195.7		
T	45.738071000	6.709916000	2194.6		
T	45.738106000	6.709971000	2192.3		
T	45.738125000	6.709900000	2195.4		
T	45.738010000	6.709740000	2203.3		
T	45.737999000	6.709526000	2211.4		
T	45.737953000	6.709491000	2213.1		
T	45.737926000	6.709542000	2211.7		
T	45.737789000	6.709177000	2221.8		
T	45.737560000	6.708949000	2231.0		
T	45.737549000	6.708821000	2233.9		
T	45.737621000	6.708726000	2235.5		
T	45.737408000	6.708375000	2247.0		
T	45.737312000	6.708370000	2247.6		
T	45.736721000	6.707693000	2279.2		
T	45.736565000	6.707806000	2276.9		
T	45.736599000	6.707700000	2281.0		
T	45.736336000	6.707590000	2288.5		
T	45.736301000	6.707475000	2293.8		
T	45.736015000	6.707426000	2300.0		
T	45.735806000	6.707067000	2313.4		
T	45.735580000	6.706950000	2318.7		
T	45.735611000	6.706898000	2319.9		
T	45.735256000	6.706827000	2328.1		
T	45.735233000	6.706737000	2328.9		
T	45.735283000	6.706757000	2328.3		
T	45.734955000	6.706861000	2331.5		
T	45.735008000	6.706714000	2331.1		
T	45.734451000	6.707420000	2340.2		
T	45.734310000	6.707869000	2345.3		
T	45.734161000	6.708071000	2347.4		
T	45.734119000	6.708046000	2345.6		
T	45.733994000	6.708357000	2351.8		
T	45.733746000	6.708564000	2357.0		
T	45.733662000	6.708584000	2357.8		
T	45.733692000	6.708539000	2356.0		
T	45.733345000	6.708753000	2368.0		
T	45.733376000	6.708808000	2370.5		
T	45.732986000	6.708485000	2366.4		
T	45.732796000	6.708499000	2374.3		
T	45.732689000	6.708379000	2373.8		
T	45.732414000	6.708278000	2378.3		
T	45.732285000	6.708365000	2383.9		
T	45.732296000	6.708300000	2381.5		
T	45.732258000	6.708338000	2383.5		
T	45.732174000	6.708289000	2382.4		
T	45.731949000	6.708409000	2385.7		
T	45.731750000	6.708408000	2386.8		
T	45.731609000	6.708337000	2385.2		
T	45.731190000	6.708583000	2395.0		
T	45.730949000	6.708565000	2394.1		
T	45.730808000	6.708748000	2399.3		
T	45.730854000	6.708870000	2402.7		
T	45.730633000	6.708954000	2404.2		
T	45.730553000	6.709124000	2408.7		
T	45.730465000	6.709062000	2406.1		
T	45.730148000	6.709251000	2408.2		
T	45.730095000	6.709375000	2410.7		
T	45.729881000	6.709495000	2410.4		
T	45.729763000	6.709792000	2413.9		
T	45.729595000	6.709920000	2413.7		
T	45.729488000	6.710292000	2419.5		
T	45.728996000	6.710316000	2419.8		
T	45.728905000	6.710369000	2420.7		
T	45.728840000	6.710275000	2417.1		
T	45.728710000	6.710352000	2417.3		
T	45.728432000	6.710287000	2410.1		
T	45.728333000	6.710326000	2409.4		
T	45.728367000	6.710268000	2408.3		
T	45.728405000	6.710301000	2410.0		
T	45.728077000	6.710417000	2407.4		
T	45.727989000	6.710829000	2416.2		
T	45.727879000	6.710973000	2417.9		
T	45.727554000	6.711105000	2417.4		
T	45.727505000	6.711227000	2420.4		
T	45.726978000	6.711449000	2419.4		
T	45.726852000	6.711825000	2424.3		
T	45.726608000	6.712266000	2424.1		
T	45.726433000	6.712382000	2422.7		
T	45.726299000	6.712296000	2416.4		
T	45.726208000	6.712338000	2415.2		
T	45.726196000	6.712276000	2413.2		
T	45.726246000	6.712314000	2415.5		
T	45.726254000	6.712228000	2413.3		
T	45.726284000	6.712299000	2416.1		
T	45.726192000	6.712608000	2421.5		
T	45.725983000	6.712773000	2420.6		
T	45.725948000	6.712725000	2418.3		
T	45.725842000	6.712784000	2417.4		
T	45.725651000	6.713401000	2430.4		
T	45.725327000	6.713691000	2430.2		
T	45.725323000	6.714184000	2436.8		
T	45.725117000	6.714627000	2436.8		
T	45.725060000	6.714577000	2434.2		
T	45.725113000	6.714917000	2438.5		
T	45.725330000	6.715535000	2453.9		
T	45.725376000	6.715534000	2455.9		
T	45.725342000	6.715960000	2470.1		
T	45.725433000	6.715834000	2466.7		
T	45.725430000	6.715972000	2470.5		
T	45.725376000	6.716106000	2474.8		
T	45.725212000	6.716212000	2477.4		
T	45.724960000	6.716721000	2484.6		
T	45.724861000	6.716714000	2485.9		
T	45.724552000	6.716913000	2491.0		
T	45.724468000	6.716879000	2490.3		
T	45.724197000	6.717053000	2484.5		
T	45.724037000	6.717241000	2482.0		
T	45.724010000	6.717184000	2480.5		
T	45.723862000	6.717217000	2476.7		
T	45.723732000	6.717130000	2474.1		
T	45.723495000	6.717095000	2470.9		
T	45.723202000	6.717175000	2468.3		
T	45.722092000	6.717215000	2443.5		
T	45.721943000	6.717107000	2440.3		
T	45.722061000	6.717404000	2444.1		
T	45.722244000	6.717409000	2447.8		
T	45.722393000	6.717206000	2449.8		
T	45.722687000	6.717170000	2457.5		
T	45.722794000	6.717029000	2457.9		
T	45.722939000	6.716986000	2460.2		
T	45.723095000	6.717115000	2465.7		
T	45.723595000	6.717043000	2471.2		
T	45.724018000	6.717196000	2480.9		
T	45.724205000	6.716984000	2483.8		
T	45.724506000	6.716794000	2489.4		
T	45.724609000	6.716855000	2490.2		
T	45.724613000	6.716924000	2491.3		
T	45.724518000	6.716960000	2491.4		
T	45.724556000	6.717097000	2493.0		
T	45.724575000	6.716966000	2491.7		
T	45.724632000	6.717103000	2493.4		
T	45.724632000	6.717387000	2496.5		
T	45.724430000	6.717416000	2495.6		
T	45.724483000	6.717533000	2497.3		
T	45.724445000	6.717494000	2496.9		
T	45.724567000	6.717185000	2494.0		
T	45.724712000	6.717529000	2498.6		
T	45.724991000	6.717689000	2501.1		
T	45.724976000	6.718087000	2508.5		
T	45.725517000	6.718443000	2517.0		
T	45.725681000	6.718806000	2524.1		
T	45.726166000	6.718964000	2540.7		
T	45.726273000	6.719247000	2547.3		
T	45.726570000	6.719568000	2551.5		
T	45.726791000	6.720130000	2559.7		
T	45.726898000	6.720258000	2562.3		
T	45.726883000	6.720452000	2564.1		
T	45.726727000	6.720387000	2561.5		
T	45.726742000	6.720525000	2562.8		
T	45.726887000	6.720452000	2564.1		
T	45.726933000	6.720490000	2565.1		
T	45.727474000	6.721101000	2579.0		
T	45.727562000	6.721277000	2581.0		
T	45.728001000	6.721571000	2592.3		
T	45.727997000	6.721758000	2595.7		
T	45.727764000	6.721907000	2596.5		
T	45.727791000	6.721962000	2597.6		
T	45.727829000	6.721996000	2597.0		
T	45.727791000	6.721956000	2597.7		
T	45.727993000	6.721735000	2595.5		
T	45.727917000	6.721832000	2595.9		
T	45.728001000	6.721775000	2595.9		
T	45.728184000	6.721854000	2597.3		
T	45.728374000	6.721754000	2597.3		
T	45.728718000	6.721728000	2600.3		
T	45.729713000	6.722110000	2618.9		
T	45.729954000	6.722359000	2626.1		
T	45.730053000	6.722371000	2627.3		
T	45.730564000	6.723004000	2641.7		
T	45.731281000	6.724130000	2666.7		
T	45.731258000	6.724462000	2662.0		
T	45.731285000	6.724516000	2660.6		
T	45.731266000	6.724304000	2664.6		
T	45.731277000	6.724512000	2660.7		
T	45.731400000	6.724787000	2653.6		
T	45.731346000	6.724985000	2648.7		
T	45.731174000	6.725211000	2643.6		
T	45.731190000	6.725278000	2641.7		
T	45.731216000	6.725148000	2645.2		
T	45.731216000	6.725301000	2640.9		
T	45.730896000	6.726146000	2614.3		
T	45.730885000	6.726671000	2595.7		
T	45.730679000	6.726985000	2587.0		
T	45.730495000	6.727100000	2582.7		
T	45.730385000	6.727413000	2569.7		
T	45.730198000	6.727626000	2559.6		
T	45.730076000	6.728680000	2525.5		
T	45.729813000	6.728882000	2516.2		
T	45.729816000	6.729076000	2509.7		
T	45.729572000	6.729270000	2500.0		
T	45.729198000	6.729812000	2477.5		
T	45.728989000	6.730486000	2461.0		
T	45.729034000	6.731029000	2448.6		
T	45.728935000	6.731639000	2438.1		
T	45.728821000	6.731867000	2435.9		
T	45.728863000	6.732367000	2424.7		
T	45.729351000	6.733930000	2398.3		
T	45.729671000	6.734440000	2391.8		
T	45.729740000	6.734952000	2388.2		
T	45.729847000	6.735231000	2389.5		
T	45.729809000	6.735496000	2392.8		
T	45.729649000	6.735667000	2394.2		
T	45.729843000	6.735472000	2391.7		
T	45.729908000	6.735590000	2389.9		
T	45.730003000	6.735595000	2386.7		
T	45.730034000	6.735737000	2381.4		
T	45.729931000	6.736356000	2364.3		
T	45.730007000	6.736598000	2357.2		
T	45.730003000	6.736521000	2359.0		
T	45.730049000	6.736543000	2356.9		
T	45.730057000	6.736731000	2351.5		
T	45.729794000	6.736885000	2344.3		
T	45.729740000	6.736992000	2338.2		
T	45.729584000	6.737522000	2319.2		
T	45.729633000	6.737640000	2313.9		
T	45.729599000	6.737760000	2310.3		
T	45.729912000	6.738266000	2289.2		
T	45.729946000	6.738224000	2289.5		
T	45.730068000	6.738329000	2284.4		
T	45.730251000	6.738577000	2273.6		
T	45.730392000	6.738599000	2269.4		
T	45.730598000	6.738853000	2263.8		
T	45.730717000	6.738693000	2267.0		
T	45.730919000	6.738673000	2270.1		
T	45.731045000	6.738725000	2271.0		
T	45.731281000	6.739077000	2268.6		
T	45.731434000	6.739006000	2269.6		
T	45.731632000	6.739098000	2270.0		
T	45.732113000	6.739645000	2269.0		
T	45.732128000	6.740499000	2246.7		
T	45.732166000	6.740553000	2244.9		
T	45.732159000	6.740414000	2248.0		
T	45.732189000	6.740618000	2243.7		
T	45.732334000	6.740816000	2237.2		
T	45.732456000	6.740706000	2234.0		
T	45.732670000	6.740656000	2226.6		
T	45.732761000	6.740717000	2222.3		
T	45.732883000	6.740597000	2220.5		
T	45.733082000	6.740560000	2216.4		
T	45.733391000	6.740731000	2205.4		
T	45.733826000	6.740779000	2200.0		
T	45.734119000	6.741154000	2193.4		
T	45.734211000	6.741651000	2186.9		
T	45.734371000	6.741937000	2186.0		
T	45.734440000	6.742268000	2185.0		
T	45.735012000	6.742980000	2184.4		
T	45.735039000	6.743622000	2179.2		
T	45.735111000	6.743685000	2180.7		
T	45.735271000	6.744290000	2175.4		
T	45.735268000	6.744861000	2169.1		
T	45.735348000	6.745401000	2166.3		
T	45.735691000	6.746003000	2168.8		
T	45.735596000	6.746216000	2164.0		
T	45.735310000	6.746243000	2153.2		
T	45.735256000	6.746452000	2149.8		
T	45.735336000	6.746611000	2150.4		
T	45.735271000	6.746763000	2144.6		
T	45.735298000	6.746893000	2145.1		
T	45.735020000	6.746745000	2141.9		
T	45.734882000	6.746810000	2143.8		
T	45.734825000	6.747003000	2147.3		
T	45.734921000	6.747501000	2150.9		
T	45.734913000	6.747992000	2149.6		
T	45.734734000	6.748367000	2147.6		
T	45.734608000	6.749175000	2146.2		
T	45.734699000	6.749401000	2152.7		
T	45.734570000	6.750002000	2155.5		
T	45.734051000	6.751292000	2154.4		
T	45.734104000	6.751486000	2155.1		
T	45.733982000	6.752042000	2149.1		
T	45.734028000	6.752759000	2145.1		
